cycle_id,label,Volume_max,Volume_mean,Volume_auc,Volume_std,Volume_flat_ratio,Volume_rise_time,Piston_Pressure_max,Piston_Pressure_mean,Piston_Pressure_auc,Piston_Pressure_std,Piston_Pressure_flat_ratio,Piston_Pressure_rise_time,Flow_Rate_max,Flow_Rate_mean,Flow_Rate_auc,Flow_Rate_std,Flow_Rate_flat_ratio,Flow_Rate_rise_time,Piston_Position_max,Piston_Position_mean,Piston_Position_auc,Piston_Position_std,Piston_Position_flat_ratio,Piston_Position_rise_time,Piston_Velocity_max,Piston_Velocity_mean,Piston_Velocity_auc,Piston_Velocity_std,Piston_Velocity_flat_ratio,Piston_Velocity_rise_time
20250605_134319_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_134320_RID014,1,43.7987227659969,11.618438631865432,116.17410539590318,17.579254226306656,0.7245275472452755,1.5570000000000004,69900000.0,-1266247.1726251855,-12701187.960377801,3323146.325646373,0.1982801719828017,0.0,0.0627926351821147,0.003994586747337582,0.03994986472112157,0.014456538788474374,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.0768391037600559,-0.7684165062625588,0.021840795270602724,0.9917008299170083,0.0,1.16000694990604,-0.00027406094599886904,-0.0027408862200042445,0.11429748777857159,0.9653034696530347,0.001
20250605_134404_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_134405_RID014,1,49.4966275372217,13.960749220017306,139.5967046356245,20.14038756622056,0.7237276272372762,1.7730000000000006,69900000.0,-1154364.130399038,-11582245.655057695,3281310.72161988,0.1982801719828017,0.0,0.0627925334706389,0.003994434406924514,0.039948341164650465,0.014456264936956452,0.9779022097790221,0.008000000000000007,-0.0471292059728703,-0.0734577958680816,-0.7346028427470314,0.022917147069179265,0.9918008199180082,0.0,1.13373893917598,0.0002852255469140994,0.002852537995476921,0.11413767721468955,0.9668033196680332,0.001
20250605_134447_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_134448_RID014,1,52.7121911015317,15.294871781924574,152.9376565954769,21.52454777282314,0.7231276872312768,1.8890000000000002,69900000.0,-1269836.614460717,-12737085.968160857,3324813.914825389,0.20317968203179682,0.0,0.062793733975689,0.003996778287201645,0.03997178231130204,0.01446060955752401,0.9778022197780222,0.007000000000000117,-0.043895222332968,-0.07323291469992284,-0.7323554238059994,0.02370800223556992,0.9917008299170083,0.001,1.1191100225825,0.0006087175424463947,0.006087781442785484,0.11385430500288299,0.9696030396960303,0.001
20250605_134534_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_134535_RID014,1,52.6960288773404,15.285433276456043,152.84327018339818,21.517905799131707,0.7178282171782822,1.8899999999999997,69900000.0,-1263481.801273891,-12673531.481458813,3322739.9037399082,0.20317968203179682,0.0,0.0627939623393918,0.003997051584240181,0.03997451555498443,0.014461109007551645,0.9778022197780222,0.008000000000000007,-0.0438459463246926,-0.07316581418258182,-0.7316843761940234,0.02371220352494108,0.9917008299170083,0.001,1.11911403642239,0.0006136494395730005,0.0061371053458260695,0.11385983204245191,0.9697030296970303,0.001
20250605_134635_RID014,1,,,,,,,,,,,,,0.0627930068458028,0.003995232871590632,0.03995632660978913,0.014457751615753914,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_134636_RID014,1,5.09348059544205e-06,1.163870040639758e-06,1.1637317536140496e-05,1.3351085537891608e-06,1.0,3.643,69900000.0,-1202223.7924190485,-12060890.16020938,3305352.4023355884,0.20587941205879412,0.0,,,,,,,-0.0471548603676473,-0.08763161072830834,-0.8763313392257339,0.01998918000164101,0.9916008399160084,0.0,1.28068133560395,-0.004479485667009066,-0.04479933874950765,0.1148153983351248,0.9681031896810319,0.001
20250605_134735_RID014,1,51.8071740330005,14.906278469561682,149.05178738706988,21.12903274413048,0.7236276372362763,1.8559999999999999,69900000.0,-1127150.133123794,-11310078.468312204,3270305.322835859,0.20167983201679832,0.0,0.0627921705184251,0.0039936464551787185,0.03994046085924075,0.01445477514105686,0.9779022097790221,0.008000000000000007,-0.044863217301569,-0.07226394213936353,-0.7226642450233524,0.02332781308309953,0.9918008199180082,0.0,1.12348480585302,0.0005118863269050495,0.005119372456175092,0.11427003220131243,0.9667033296670333,0.001
20250605_134835_RID014,1,,,,,,,,,,,,,0.0627926133402231,0.003994551433715318,0.03994951154958528,0.014456474222240737,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_134836_RID014,0,52.7782519318346,15.310845864889398,153.09738036879293,21.544829608315702,0.7245275472452755,1.8909999999999991,69900000.0,-1259513.863125252,-12633848.132049501,3320898.5876450194,0.20317968203179682,0.0,,,,,,,-0.043884148909114,-0.07313086726696708,-0.7313348529576986,0.02369819801676303,0.9917008299170083,0.001,1.11911023873134,0.0006098231698467328,0.006098838822384433,0.11410199765512494,0.9695030496950305,0.001
20250605_134935_RID014,1,,,,,,,,,,,,,0.0627925088857863,0.003994391162777618,0.03994790867993726,0.014456180033831985,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_134936_RID014,1,27.8931621527037,6.390942680372862,63.90187116533265,10.946943968478044,0.7956204379562044,0.968,69900000.0,-1201333.5621211522,-12051986.941539755,3299563.7497093524,0.1982801719828017,0.0,,,,,,,-0.0471548603676473,-0.08135850106842378,-0.813607265737212,0.01987555214190148,0.9917008299170083,0.0,1.22159130870407,-0.0018205075681019967,-0.01820689888876494,0.11457546986511281,0.9648035196480352,0.001
20250605_135135_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_135136_RID014,1,44.7465919220568,12.13106257046564,121.30038347126583,18.128526514513904,0.7238276172382762,1.5989999999999993,69900000.0,-1241521.1601207035,-12453903.109348532,3314531.4431544803,0.1982801719828017,0.0,0.0627925677102647,0.003994479795961354,0.039948795100407906,0.014456342790688128,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.07609894240207686,-0.7610146169907576,0.022068888637129597,0.9917008299170083,0.0,1.15371617866535,-0.00018117636500382793,-0.00181194752530788,0.1142151674807696,0.9666033396660334,0.001
20250605_135237_RID014,1,49.4051158466796,13.93540932710335,139.3433261224373,20.10784936839768,0.7237276272372762,1.7689999999999992,69900000.0,-1262649.872394166,-12665211.360772964,3321940.211674797,0.1982801719828017,0.0,0.0627926235704571,0.003994567850240412,0.03994967573125276,0.014456504222375148,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.07452254248193758,-0.7452513253365317,0.022976770390353632,0.9918008199180082,0.0,1.13392741811217,0.00027556737805929107,0.002755946648892934,0.11413162323806707,0.9667033296670333,0.001
20250605_135335_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_135336_RID014,1,52.7011306072816,15.287102611943777,152.85996265674606,21.51974967708282,0.718928107189281,1.8899999999999997,69900000.0,-1233451.6228174176,-12373199.666714534,3311498.5567527465,0.20317968203179682,0.0,0.0627923882671367,0.003994819582902468,0.039952193309605956,0.014457013482826905,0.9777022297770223,0.007000000000000117,-0.0438433891167246,-0.07287388068827118,-0.7287647505967176,0.023677897564569093,0.9917008299170083,0.001,1.11911360957985,0.0006139052729997912,0.006139663935921017,0.11386609195304401,0.9695030496950305,0.001
20250605_135436_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_135437_RID014,1,34.8111805189486,8.52139118518838,85.20502765280952,13.813600554040644,0.7648235176482352,1.2239999999999993,69900000.0,-1264160.3144906473,-12680317.292146552,3322798.7643130273,0.1982801719828017,0.0,0.062792632006141,0.003994580497975805,0.03994980222125441,0.014456529058515981,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.07986690373053128,-0.7986931652516215,0.020451550499412458,0.9917008299170083,0.0,1.1956202713647,-0.0011476767167029655,-0.011477917542928647,0.11444967340666232,0.9652034796520348,0.001
20250605_135535_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_135536_RID014,1,52.8130356289303,15.315525720831516,153.14416621622152,21.55490116229631,0.7245275472452755,1.8920000000000003,69900000.0,-1220248.6521480381,-12241156.757040165,3306684.8342733732,0.20317968203179682,0.0,0.0627925314328416,0.003994424738748121,0.03994824447321833,0.01445624132472578,0.9779022097790221,0.008000000000000007,-0.0438225937657341,-0.07274453772665995,-0.7274712020214007,0.023666587064234815,0.9917008299170083,0.001,1.11910771313123,0.0006159818167430457,0.006160431449838388,0.1141064605053478,0.9695030496950305,0.001
20250605_135636_RID014,1,,,,,,,,,,,,,0.062792769840012,0.0039948302084390494,0.03995229957559732,0.014456993165204915,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_135637_RID014,0,52.6958191523629,15.284814714860529,152.83708405374395,21.517601840315635,0.7170282971702829,1.8899999999999997,69900000.0,-1218059.3207425135,-12219261.253663424,3305984.8933852753,0.20317968203179682,0.0,,,,,,,-0.043843557259125,-0.07272843164732155,-0.7273101146540759,0.02366051364521145,0.9917008299170083,0.001,1.1191143562113,0.0006138884537666926,0.006139495726770874,0.11406717732178892,0.9695030496950305,0.001
20250605_135736_RID014,1,52.7577450919187,15.303010707768747,153.01903121584928,21.5381312669972,0.7237276272372762,1.8909999999999991,69900000.0,-1269215.2005750341,-12730871.207867876,3324705.8932161247,0.20317968203179682,0.0,0.0627938809745313,0.0039967823073699576,0.03997182251700532,0.014460606044847115,0.9778022197780222,0.008000000000000007,-0.0438425193659964,-0.07321925422565517,-0.7322188317680708,0.023718286691452425,0.9917008299170083,0.001,1.11910979031489,0.0006139900597061376,0.0061405118877677104,0.1139093707705362,0.9695030496950305,0.001
20250605_135835_RID014,1,52.7628711107139,15.303877760661877,153.02770004882404,21.53963829219548,0.7237276272372762,1.8909999999999991,69900000.0,-1182539.9858898534,-11864032.385798674,3292491.7573769074,0.20317968203179682,0.0,0.0627938119976819,0.003996675424466113,0.03997075358108397,0.014460409468668271,0.9778022197780222,0.008000000000000007,-0.0438363818530217,-0.07238535646424556,-0.723879023326557,0.023616019339160268,0.9917008299170083,0.001,1.11910980127672,0.000614604067031201,0.006146652575009138,0.11390624058167892,0.9695030496950305,0.001
20250605_135937_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_135938_RID014,1,52.6618432218202,15.278897065850842,152.77791863396337,21.507512340245473,0.7168283171682832,1.887999999999999,69900000.0,-1266637.1048473187,-12705087.672512952,3323816.5273961206,0.20317968203179682,0.0,0.0627926425558704,0.003994597245629275,0.03994996971453677,0.014456560449412173,0.9779022097790221,0.008000000000000007,-0.0438844060524411,-0.07320267126050192,-0.7320529645898762,0.023707606467815154,0.9917008299170083,0.001,1.11911442815256,0.0006098017391299857,0.006098624493792205,0.11409601450195113,0.9695030496950305,0.001
20250605_140136_RID014,1,43.9065206752788,11.806666204943557,118.05651545530284,17.762787148142372,0.7235276472352765,1.5680000000000005,69900000.0,-1239644.0622565658,-12435130.25359842,3313717.145559487,0.1982801719828017,0.0,0.0627925632156232,0.003994473162108375,0.03994872875524426,0.01445633013493119,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.07639919498309751,-0.7640170323178912,0.02191496295988835,0.9917008299170083,0.0,1.15737004377348,-0.000263315281852795,-0.002633418832774525,0.11424876193740142,0.9666033396660334,0.001
20250605_140236_RID014,1,52.6557883089194,15.28006588503552,152.78961102208578,21.5065665760725,0.7195280471952805,1.887999999999999,69900000.0,-1251005.9504817657,-12548760.497711506,3318125.072132442,0.20317968203179682,0.0,0.062792589967762,0.0039945139311993744,0.03994913648692334,0.014456406497247285,0.9779022097790221,0.008000000000000007,-0.0439053751600302,-0.07305539886759668,-0.7305800828971453,0.02368661603753415,0.9917008299170083,0.001,1.11911321593083,0.0006077036917777027,0.006077641922272682,0.11410195614376518,0.9695030496950305,0.001
20250605_140336_RID014,1,,,,,,,,,,,,,0.0627925727781313,0.00399449276715977,0.039948924825363254,0.01445636637111254,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_140337_RID014,1,43.9235439168156,11.777857765655696,117.7683937423642,17.73787793577399,0.7235276472352765,1.5670000000000002,69900000.0,-1229604.5879809454,-12334725.471359419,3309930.9183272305,0.1982801719828017,0.0,,,,,,,-0.0471548603676473,-0.07633044980001075,-0.7633295200451733,0.021910654764368796,0.9917008299170083,0.0,1.15782541112137,-0.0002616547813287461,-0.0026168121670860495,0.11428009358566057,0.9665033496650335,0.001
20250605_140436_RID014,1,52.7050160523792,15.288311783764387,152.87205364140144,21.521084298615538,0.7195280471952805,1.8899999999999997,69900000.0,-1269511.0049752851,-12733829.547675133,3324919.9000226287,0.20317968203179682,0.0,0.0627914427374855,0.0039933831705811305,0.039937827749980254,0.01445438316205613,0.9778022197780222,0.007000000000000117,-0.0438428153067457,-0.0732227942038181,-0.7322542349522543,0.023719260836408858,0.9917008299170083,0.001,1.11911329289091,0.0006139625776652269,0.006140237039878597,0.11389980555910016,0.9693030696930307,0.001
20250605_140535_RID014,1,,,,,,,,,,,,,0.0627939763787974,0.0039970352842690375,0.03997435253897302,0.014461075912217632,0.9778022197780222,0.008000000000000007,,,,,,,,,,,,
20250605_140536_RID014,0,50.9008435375013,14.523757427656864,145.22664761222757,20.736493294572178,0.7236276372362763,1.8229999999999995,69900000.0,-1237949.8002611664,-12418185.939334625,3313231.4450933207,0.1982801719828017,0.0,,,,,,,-0.0457472803661381,-0.07370525313037829,-0.7370783540446061,0.023272039688092595,0.9918008199180082,0.0,1.12768034538909,0.0004234551930049228,0.004234972685935973,0.11387544458658788,0.967003299670033,0.001
20250605_140638_RID014,1,5.0865469624364e-06,1.1579425600987208e-06,1.1578040270066089e-05,1.3345701093723523e-06,1.0,3.6389999999999993,69900000.0,-1182185.2707456641,-11860484.905234873,3296327.369505716,0.20587941205879412,0.0,0.0627936738414065,0.003996414103086631,0.03996814010598076,0.014459933624135486,0.9777022297770223,0.008000000000000007,-0.0471548603676473,-0.08742844414161491,-0.8742994687999541,0.02010218931271092,0.9916008399160084,0.0,1.28068133807462,-0.004479764090899046,-0.04480212326764031,0.11471500200798752,0.9684031596840316,0.001
20250605_140734_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_140735_RID014,1,5.09195736435214e-06,1.162313098612301e-06,1.1621747320539447e-05,1.33512547235306e-06,1.0,3.6420000000000003,69900000.0,-1158342.4132204559,-11622032.486844253,3287800.3118452937,0.20587941205879412,0.0,0.0627939298812188,0.0039969880049097435,0.03997387969811357,0.014461000242085654,0.9778022197780222,0.007999999999999563,-0.0471548603676473,-0.08720485264979017,-0.8720633316817088,0.020233855764522118,0.9916008399160084,0.0,1.28068134078089,-0.004479485819945828,-0.04479934027902791,0.11463783694560048,0.9681031896810319,0.001
20250605_140937_RID014,1,52.745141076601,15.303238521999019,153.02131588797386,21.534920880436488,0.7245275472452755,1.8899999999999997,69900000.0,-1245660.7706895624,-12495303.354603035,3316007.3466982325,0.20317968203179682,0.0,0.0627925764858661,0.00399449345812213,0.0399489317356778,0.014456367793049374,0.9779022097790221,0.008000000000000007,-0.0438894920857019,-0.07299956082330947,-0.730021654547346,0.023682894925603503,0.9917008299170083,0.001,1.1191082865985,0.0006092897566106313,0.006093504156627112,0.1141048306235716,0.9695030496950305,0.001
20250605_141034_RID014,1,5.08803453180133e-06,1.1621372102066768e-06,1.1619990222011076e-05,1.3338506748297796e-06,1.0,3.6420000000000003,69900000.0,-1232084.7521071483,-12359529.620160723,3315771.312225035,0.20587941205879412,0.0,0.0627925606421797,0.00399446360479154,0.0399486331725325,0.014456324331111497,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.08791494537202682,-0.8791649580216666,0.019823653896185827,0.9916008399160084,0.0,1.28068133249161,-0.004481680626660586,-0.04482129054761688,0.11489392389337076,0.9682031796820318,0.001
20250605_141135_RID014,1,,,,,,,,,,,,,0.0627924859145213,0.0039943522629912855,0.039947519643187095,0.014456121866727843,0.9779022097790221,0.008000000000000007,,,,,,,,,,,,
20250605_141136_RID014,1,5.09471236873828e-06,1.1649090083915763e-06,1.1647707636739786e-05,1.3352719217449873e-06,1.0,3.644,69900000.0,-1168293.0907960513,-11721549.213327475,3292274.9445856838,0.20587941205879412,0.0,,,,,,,-0.0471548603676473,-0.087305570715896,-0.8730706128165255,0.020179662357363827,0.9916008399160084,0.0,1.28068133950899,-0.004479534676584463,-0.04479982889441212,0.11488960981324542,0.9681031896810319,0.001
20250605_141235_RID014,1,5.09208855029901e-06,1.163716035105677e-06,1.1635778022816724e-05,1.3347258303429666e-06,1.0,3.643,69900000.0,-1201016.1584304797,-12048812.613477536,3304633.2253978215,0.20587941205879412,0.0,0.0627938933779312,0.003996826046588075,0.03997225995293897,0.014460700275977359,0.9778022197780222,0.008000000000000007,-0.0471548603676473,-0.08761841589750446,-0.8761993737866787,0.019999105911804333,0.9916008399160084,0.0,1.28068133576878,-0.004480272825452534,-0.04480721112343486,0.1146797020448891,0.9686031396860314,0.001
20250605_141336_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_141337_RID014,1,26.5258342661808,5.98906059033969,59.88333204685415,10.379766710848408,0.801919808019198,0.9170000000000007,69900000.0,-1269837.9763165407,-12737099.587914381,3324688.9434863096,0.1982801719828017,0.0,0.0627928565613394,0.003995147873039655,0.03995547653926789,0.014457600125205269,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.08241064135175098,-0.8241290583362144,0.01956257906888788,0.9917008299170083,0.0,1.2267757691425,-0.0019529692325334083,-0.019531647994696772,0.11445096291331265,0.9647035296470353,0.001
20250605_141436_RID014,1,,,,,,,,,,,,,0.0627939044999461,0.003996986865022988,0.03997386829809331,0.014460989303309022,0.9778022197780222,0.007000000000000117,,,,,,,,,,,,
20250605_141437_RID014,1,46.6792782442475,12.86073659073189,128.5968870047875,18.945557306727896,0.7237276272372762,1.6719999999999997,69900000.0,-1243158.9811272507,-12470282.957217142,3315010.1660718066,0.1982801719828017,0.0,,,,,,,-0.0471548603676473,-0.07539398883102902,-0.7539653247374472,0.0224291998803348,0.9917008299170083,0.0,1.14570141971198,8.486816495716373e-06,8.487395274483036e-05,0.11393364034380786,0.9668033196680332,0.001
20250605_141638_RID014,1,50.2808212920614,14.275369479028587,142.74282974911884,20.474048383560444,0.7237276272372762,1.8009999999999993,69900000.0,-1201463.938566975,-12053290.836540267,3299568.8417410236,0.1982801719828017,0.0,0.0627932527462336,0.0039960992898567145,0.03996499165885538,0.014459362439913895,0.9778022197780222,0.006999999999999673,-0.0463586382049055,-0.07359936474358807,-0.7360190584947723,0.023113509810573595,0.9918008199180082,0.0,1.13033737889417,0.0003623025993261597,0.003623385596614427,0.1138642736110447,0.9668033196680332,0.001
20250605_141736_RID014,1,47.2906520110681,13.097421561322395,130.96366770877972,19.20545559299488,0.7237276272372762,1.693999999999999,69900000.0,-1269379.240884217,-12732511.7750437,3324591.0965892114,0.1982801719828017,0.0,0.0627928552844846,0.0039951456487013585,0.039955454293660694,0.014457595928662602,0.9779022097790221,0.008000000000000007,-0.0471548603676473,-0.07541460989532432,-0.7541718556672147,0.022552527220844748,0.9917008299170083,0.0,1.14310209053805,6.841397384020624e-05,0.0006842054533250281,0.11402792197355063,0.9667033296670333,0.001
20250605_141837_RID014,1,,,,,,,,,,,,,0.062793967791169,0.003997033559678255,0.039974335291340625,0.014461072704899271,0.9778022197780222,0.008000000000000007,,,,,,,,,,,,
20250605_141838_RID014,0,49.1663876457398,13.829932145218953,138.2885681905119,20.000336693759532,0.7237276272372762,1.7609999999999992,69900000.0,-1223951.3338152627,-12278187.276426967,3307900.4260657844,0.1982801719828017,0.0,,,,,,,-0.0471548603676473,-0.07425389135150412,-0.7425644312403952,0.0229072074101543,0.9918008199180082,0.0,1.13515140651417,0.00025274152632878314,0.0025276653056272623,0.11390058201735473,0.967003299670033,0.001
20250605_141932_RID014,1,,,,,,,,,,,,,0.0627935886551572,0.0039960734245394055,0.03996473297981697,0.014459271542479639,0.9777022297770223,0.008000000000000007,,,,,,,,,,,,
20250605_141933_RID014,0,52.7927010971156,15.310856739152882,153.09748189771943,21.548804497789323,0.7245275472452755,1.8920000000000003,69900000.0,-1134453.520522411,-11383119.645654287,3273482.548425765,0.20317968203179682,0.0,,,,,,,-0.0438265250223742,-0.07192104554902885,-0.719235454789965,0.023547359468302807,0.9917008299170083,0.001,1.11910857302075,0.0006155892665576267,0.006156505555445972,0.11404712438210199,0.9695030496950305,0.001
20250605_142034_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_142035_RID014,1,49.9067078718784,14.125806543492684,141.2472378875344,20.31537736148582,0.7237276272372762,1.787,69900000.0,-1268865.3790104399,-12727372.642419614,3324406.4002681337,0.1982801719828017,0.0,0.0627936972500924,0.003996727654011429,0.03997127592876669,0.014460515856852419,0.9778022197780222,0.006999999999999673,-0.0467268914714227,-0.07439486858369626,-0.7439747082055045,0.02308578230586922,0.9918008199180082,0.0,1.13194570430198,0.0003254674448827148,0.0032549972170537803,0.11387732621889839,0.9669033096690332,0.001
20250605_142135_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_142136_RID014,1,51.7753816631217,14.87977102018422,148.78670228203077,21.1080908499728,0.7236276372362763,1.8549999999999995,69900000.0,-1112388.7094209017,-11162449.46983277,3264302.759703395,0.20127987201279873,0.0,0.0627936161511284,0.0039961288561873535,0.0399652873517281,0.014459373748836492,0.9777022297770223,0.008000000000000007,-0.0448855174612823,-0.07214655285175922,-0.7214902236056804,0.023301269425965804,0.9918008199180082,0.0,1.1238672477643,0.0005096560816761345,0.0050970677734812845,0.11403108413939222,0.9668033196680332,0.001
20250605_142234_RID014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250605_142235_RID014,1,52.6812894711479,15.285803196756236,152.84697712602355,21.514154346159028,0.7195280471952805,1.887999999999999,69900000.0,-1268297.0520404144,-12721688.80439723,3324305.551821304,0.20317968203179682,0.0,0.0627937226853133,0.003996481048556816,0.0399688096276151,0.014460047821161736,0.9778022197780222,0.008000000000000007,-0.0438997807609515,-0.07321972327792499,-0.7322234941182089,0.023705693553027093,0.9917008299170083,0.001,1.11911223829368,0.0006082623099734297,0.006083228662833829,0.11393875179519611,0.9695030496950305,0.001
20250605_142335_RID014,1,,,,,,,69900000.0,-1222355.6113128182,-12262228.455673594,3307407.660030852,0.20317968203179682,0.0,0.0627925344099772,0.003994429282434906,0.03994828991462988,0.014456249510539414,0.9779022097790221,0.008000000000000007,-0.0438828953542268,-0.07277445257723694,-0.7277703502798774,0.0236571384790078,0.9917008299170083,0.001,1.11910863657598,0.0006099499911529821,0.006100107162269625,0.11410722772393041,0.9695030496950305,0.001
